100000  , 18      
200000  , 40      
300000  , 65      
400000  , 108     
500000  , 141     
600000  , 164     
700000  , 188     
800000  , 225     
900000  , 249     
1000000 , 291     
1100000 , 326     
1200000 , 326     
1300000 , 357     
1400000 , 392     
1500000 , 429     
1600000 , 467     
1700000 , 504     
1800000 , 544     
1900000 , 586     
2000000 , 621     
2100000 , 667     
2200000 , 738     
2300000 , 757     
2400000 , 788     
2500000 , 920     
2600000 , 930     
2700000 , 936     
2800000 , 986     
2900000 , 1035    
3000000 , 1036    
3100000 , 1204    
3200000 , 1190    
3300000 , 1259    
3400000 , 1353    
3500000 , 2055    
3600000 , 1654    
3700000 , 1757    
3800000 , 1828    
3900000 , 1950    
4000000 , 2059    
4100000 , 2261    
4200000 , 2179    
4300000 , 2247    
4400000 , 2291    
4500000 , 2375    
4600000 , 2353    
4700000 , 2468    
4800000 , 2441    
4900000 , 2525    
5000000 , 2640    
5100000 , 2652    
5200000 , 2742    
5300000 , 2855    
5400000 , 2905    
5500000 , 2946    
5600000 , 2867    
5700000 , 2912    
5800000 , 3142    
5900000 , 2981    
6000000 , 3101    
6100000 , 3215    
6200000 , 3149    
6300000 , 3246    
6400000 , 3288    
6500000 , 3361    
6600000 , 3456    
6700000 , 3607    
6800000 , 3624    
6900000 , 3667    
7000000 , 3772    
7100000 , 3808    
7200000 , 3863    
7300000 , 3964    
7400000 , 4128    
7500000 , 4194    
7600000 , 4149    
7700000 , 4248    
7800000 , 4047    
7900000 , 4121    
8000000 , 4487    
8100000 , 3731    
8200000 , 3844    
8300000 , 3832    
8400000 , 3778    
8500000 , 3992    
8600000 , 3936    
8700000 , 4150    
8800000 , 4448    
8900000 , 3968    
9000000 , 4315    
9100000 , 4206    
9200000 , 4462    
9300000 , 4420    
9400000 , 4428    
9500000 , 4619    
9600000 , 4672    
9700000 , 4822    
9800000 , 4904    
9900000 , 4966    
