100000  , 17      
200000  , 41      
300000  , 64      
400000  , 99      
500000  , 133     
600000  , 152     
700000  , 188     
800000  , 225     
900000  , 251     
1000000 , 300     
1100000 , 387     
1200000 , 324     
1300000 , 363     
1400000 , 392     
1500000 , 431     
1600000 , 476     
1700000 , 502     
1800000 , 550     
1900000 , 593     
2000000 , 623     
2100000 , 666     
2200000 , 819     
2300000 , 802     
2400000 , 805     
2500000 , 922     
2600000 , 972     
2700000 , 1046    
2800000 , 1021    
2900000 , 1067    
3000000 , 1048    
3100000 , 1199    
3200000 , 1371    
3300000 , 1587    
3400000 , 1459    
3500000 , 1672    
3600000 , 1678    
3700000 , 1789    
3800000 , 1904    
3900000 , 1819    
4000000 , 2024    
4100000 , 2213    
4200000 , 2195    
4300000 , 2232    
4400000 , 2339    
4500000 , 2365    
4600000 , 2515    
4700000 , 2480    
4800000 , 2481    
4900000 , 2560    
5000000 , 2589    
5100000 , 2646    
5200000 , 2785    
5300000 , 2854    
5400000 , 2938    
5500000 , 2910    
5600000 , 2881    
5700000 , 3134    
5800000 , 2967    
5900000 , 2998    
6000000 , 3108    
6100000 , 3123    
6200000 , 3223    
6300000 , 3192    
6400000 , 3328    
6500000 , 3311    
6600000 , 3456    
6700000 , 3548    
6800000 , 3602    
6900000 , 3675    
7000000 , 3627    
7100000 , 3811    
7200000 , 3846    
7300000 , 3977    
7400000 , 4130    
7500000 , 4162    
7600000 , 4178    
7700000 , 4249    
7800000 , 4295    
7900000 , 4343    
8000000 , 4586    
8100000 , 3757    
8200000 , 4015    
8300000 , 3704    
8400000 , 3939    
8500000 , 3934    
8600000 , 3934    
8700000 , 4021    
8800000 , 4122    
8900000 , 4048    
9000000 , 4282    
9100000 , 4366    
9200000 , 4480    
9300000 , 4348    
9400000 , 4447    
9500000 , 4834    
9600000 , 4717    
9700000 , 4819    
9800000 , 4739    
9900000 , 4817    
