100000  , 20      
200000  , 43      
300000  , 65      
400000  , 91      
500000  , 129     
600000  , 175     
700000  , 192     
800000  , 222     
900000  , 257     
1000000 , 289     
1100000 , 329     
1200000 , 466     
1300000 , 365     
1400000 , 396     
1500000 , 428     
1600000 , 466     
1700000 , 507     
1800000 , 540     
1900000 , 591     
2000000 , 628     
2100000 , 672     
2200000 , 721     
2300000 , 847     
2400000 , 882     
2500000 , 831     
2600000 , 966     
2700000 , 1003    
2800000 , 1065    
2900000 , 1074    
3000000 , 1096    
3100000 , 1118    
3200000 , 1138    
3300000 , 1277    
3400000 , 1563    
3500000 , 1438    
3600000 , 1728    
3700000 , 1742    
3800000 , 2061    
3900000 , 1977    
4000000 , 2071    
4100000 , 2051    
4200000 , 2497    
4300000 , 2240    
4400000 , 2313    
4500000 , 2419    
4600000 , 2702    
4700000 , 2527    
4800000 , 2461    
4900000 , 2589    
5000000 , 2682    
5100000 , 2656    
5200000 , 2791    
5300000 , 2781    
5400000 , 2843    
5500000 , 2970    
5600000 , 3016    
5700000 , 2843    
5800000 , 3090    
5900000 , 3110    
6000000 , 3000    
6100000 , 3198    
6200000 , 3137    
6300000 , 3210    
6400000 , 3282    
6500000 , 3674    
6600000 , 3442    
6700000 , 3545    
6800000 , 3594    
6900000 , 3633    
7000000 , 4005    
7100000 , 3843    
7200000 , 3832    
7300000 , 3984    
7400000 , 3995    
7500000 , 4021    
7600000 , 3961    
7700000 , 4182    
7800000 , 4073    
7900000 , 4057    
8000000 , 4477    
8100000 , 4472    
8200000 , 3891    
8300000 , 4004    
8400000 , 3769    
8500000 , 3898    
8600000 , 3986    
8700000 , 4143    
8800000 , 4277    
8900000 , 4219    
9000000 , 4179    
9100000 , 4309    
9200000 , 4368    
9300000 , 4340    
9400000 , 4469    
9500000 , 4516    
9600000 , 4692    
9700000 , 4781    
9800000 , 4935    
9900000 , 4688    
