100000  , 66      
200000  , 137     
300000  , 231     
400000  , 356     
500000  , 478     
600000  , 583     
700000  , 787     
800000  , 939     
900000  , 1051    
1000000 , 1194    
1100000 , 1334    
1200000 , 1528    
1300000 , 1531    
1400000 , 1632    
1500000 , 1789    
1600000 , 2173    
1700000 , 2153    
1800000 , 2328    
1900000 , 2492    
2000000 , 2620    
2100000 , 2766    
2200000 , 2898    
2300000 , 2893    
2400000 , 3038    
2500000 , 3172    
2600000 , 3571    
2700000 , 3635    
2800000 , 3802    
2900000 , 3936    
3000000 , 4269    
3100000 , 4337    
3200000 , 4548    
3300000 , 4607    
3400000 , 4836    
3500000 , 4953    
3600000 , 5100    
3700000 , 5460    
3800000 , 5446    
3900000 , 5576    
4000000 , 5765    
4100000 , 6287    
4200000 , 6080    
4300000 , 6277    
4400000 , 6438    
4500000 , 6634    
4600000 , 6854    
4700000 , 6671    
4800000 , 7164    
4900000 , 7426    
