100000  , 62      
200000  , 152     
300000  , 225     
400000  , 307     
500000  , 439     
600000  , 519     
700000  , 652     
800000  , 803     
900000  , 909     
1000000 , 1031    
1100000 , 1156    
1200000 , 1299    
1300000 , 1271    
1400000 , 1410    
1500000 , 1508    
1600000 , 1629    
1700000 , 1837    
1800000 , 1982    
1900000 , 2114    
2000000 , 2242    
2100000 , 2342    
2200000 , 2515    
2300000 , 2526    
2400000 , 2642    
2500000 , 2785    
2600000 , 3152    
2700000 , 3273    
2800000 , 3431    
2900000 , 3587    
3000000 , 3666    
3100000 , 3917    
3200000 , 4075    
3300000 , 4238    
3400000 , 4293    
3500000 , 4510    
3600000 , 4619    
3700000 , 4885    
3800000 , 5126    
3900000 , 5062    
4000000 , 5207    
4100000 , 5335    
4200000 , 5478    
4300000 , 5678    
4400000 , 5828    
4500000 , 6050    
4600000 , 6105    
4700000 , 5943    
4800000 , 6400    
4900000 , 6734    
