100000  , 72      
200000  , 131     
300000  , 216     
400000  , 341     
500000  , 433     
600000  , 543     
700000  , 777     
800000  , 900     
900000  , 1028    
1000000 , 1248    
1100000 , 1310    
1200000 , 1517    
1300000 , 1464    
1400000 , 1597    
1500000 , 1722    
1600000 , 2028    
1700000 , 2148    
1800000 , 2284    
1900000 , 2451    
2000000 , 2586    
2100000 , 2738    
2200000 , 2714    
2300000 , 2877    
2400000 , 3022    
2500000 , 3175    
2600000 , 3609    
2700000 , 3676    
2800000 , 3776    
2900000 , 3970    
3000000 , 4017    
3100000 , 4362    
3200000 , 4521    
3300000 , 4729    
3400000 , 4831    
3500000 , 4951    
3600000 , 5134    
3700000 , 5467    
3800000 , 5423    
3900000 , 5574    
4000000 , 5739    
4100000 , 5927    
4200000 , 6591    
4300000 , 6263    
4400000 , 6541    
4500000 , 6589    
4600000 , 6676    
4700000 , 6785    
4800000 , 7099    
4900000 , 7269    
