100000  , 78      
200000  , 150     
300000  , 222     
400000  , 397     
500000  , 423     
600000  , 540     
700000  , 835     
800000  , 854     
900000  , 988     
1000000 , 1103    
1100000 , 1239    
1200000 , 1466    
1300000 , 1352    
1400000 , 1500    
1500000 , 1615    
1600000 , 1886    
1700000 , 2053    
1800000 , 2184    
1900000 , 2301    
2000000 , 2438    
2100000 , 2612    
2200000 , 2606    
2300000 , 2721    
2400000 , 2856    
2500000 , 3450    
2600000 , 3358    
2700000 , 3536    
2800000 , 3678    
2900000 , 3865    
3000000 , 4227    
3100000 , 4683    
3200000 , 4407    
3300000 , 4479    
3400000 , 4663    
3500000 , 4810    
3600000 , 4973    
3700000 , 5126    
3800000 , 5287    
3900000 , 5457    
4000000 , 5649    
4100000 , 5802    
4200000 , 5986    
4300000 , 6174    
4400000 , 6521    
4500000 , 6511    
4600000 , 6568    
4700000 , 6557    
4800000 , 7034    
4900000 , 7304    
